image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911634888998055936_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911634888998055936_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\hurricane_harvey\5_9_2017\905041573133602816_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905041573133602816_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904830278379687936_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904830278379687936_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\srilanka_floods\1_6_2017\870272043538886657_3.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870272043538886657_3,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905555117583335424_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905555117583335424_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\7_9_2017\905883574653652993_0.jpg,flood,High,Immediate boat rescue and evacuation,train,905883574653652993_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\8_9_2017\906002921350979584_0.jpg,flood,High,Immediate boat rescue and evacuation,train,906002921350979584_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904525545307824128_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904525545307824128_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904741358803574786_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904741358803574786_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907355599083655173_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907355599083655173_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\srilanka_floods\1_6_2017\870147991163875328_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870147991163875328_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\srilanka_floods\2_6_2017\870552370744315905_0.jpg,flood,High,Immediate boat rescue and evacuation,train,870552370744315905_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\13_9_2017\907951923965382656_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907951923965382656_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\12_9_2017\907726288189784064_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907726288189784064_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\18_9_2017\909845158908239873_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,909845158908239873_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\14_9_2017\908479537104801798_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,908479537104801798_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905492206055804928_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905492206055804928_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\12_9_2017\907547988872056833_0.jpg,flood,High,Immediate boat rescue and evacuation,train,907547988872056833_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\srilanka_floods\1_6_2017\870113671699193857_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870113671699193857_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\7_9_2017\905878921664761858_0.jpg,flood,High,Immediate boat rescue and evacuation,train,905878921664761858_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\8_9_2017\906238698601279488_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,906238698601279488_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\7_9_2017\905793985670721536_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905793985670721536_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\15_9_2017\908772392159387648_2.jpg,flood,Low,Monitor water level and secure sandbags,train,908772392159387648_2,,Type: flood | Danger: Low | Action: Monitor water level and secure sandbags.
D:\code\final_asmt\data_image\srilanka_floods\31_5_2017\870042739211030528_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870042739211030528_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\19_9_2017\910194378836267009_0.jpg,flood,High,Immediate boat rescue and evacuation,train,910194378836267009_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904648502076170240_2.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904648502076170240_2,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901705136782716928_2.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,901705136782716928_2,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\srilanka_floods\31_5_2017\870035816990425089_3.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870035816990425089_3,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\5_9_2017\905137970751135744_1.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905137970751135744_1,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\5_9_2017\904918235337785344_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904918235337785344_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\16_9_2017\909075779241283584_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,909075779241283584_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\8_9_2017\906043228033609728_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,906043228033609728_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907301003984343040_0.jpg,flood,High,Immediate boat rescue and evacuation,train,907301003984343040_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904830112671178757_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904830112671178757_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907257101029974016_2.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907257101029974016_2,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\5_9_2017\905056740634394625_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905056740634394625_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\srilanka_floods\2_6_2017\870559758008418304_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870559758008418304_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901701816810962944_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,901701816810962944_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\5_9_2017\905060268304211968_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905060268304211968_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905288649692127232_3.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905288649692127232_3,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904779474402672640_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904779474402672640_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\3_9_2017\904254669496733696_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904254669496733696_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901663546701905920_1.jpg,flood,High,Immediate boat rescue and evacuation,train,901663546701905920_1,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907216251826688002_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907216251826688002_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\10_9_2017\906817848902868992_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,906817848902868992_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905432426628960257_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905432426628960257_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\srilanka_floods\1_6_2017\870113671699193857_1.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,870113671699193857_1,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905391662691741696_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905391662691741696_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\17_9_2017\909446900214050816_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,909446900214050816_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\12_9_2017\907654309587779584_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907654309587779584_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905226541965168640_0.jpg,flood,High,Immediate boat rescue and evacuation,train,905226541965168640_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904737333551005699_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904737333551005699_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\8_9_2017\906204234395385856_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,906204234395385856_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\3_9_2017\904335694000078848_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904335694000078848_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901813758690902017_0.jpg,flood,High,Immediate boat rescue and evacuation,train,901813758690902017_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\8_9_2017\905963555282984960_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,905963555282984960_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\4_9_2017\904537674803023873_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,904537674803023873_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\13_9_2017\907998284383485952_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,907998284383485952_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\19_9_2017\910145294595223553_2.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,910145294595223553_2,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907238863030145024_1.jpg,flood,High,Immediate boat rescue and evacuation,train,907238863030145024_1,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901663079993417728_0.jpg,flood,Medium,Deploy pumps and set up evacuation shelters,train,901663079993417728_0,,Type: flood | Danger: Medium | Action: Deploy pumps and set up evacuation shelters.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901787831433125889_0.jpg,flood,High,Immediate boat rescue and evacuation,train,901787831433125889_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907288972459732992_0.jpg,flood,High,Immediate boat rescue and evacuation,train,907288972459732992_0,,Type: flood | Danger: High | Action: Immediate boat rescue and evacuation.
